"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","TAXINCOME","TOT","PC_GDP","A","1974",8.447,
"AUT","TAXINCOME","TOT","PC_GDP","A","1975",7.863,
"AUT","TAXINCOME","TOT","PC_GDP","A","1976",7.852,
"AUT","TAXINCOME","TOT","PC_GDP","A","1977",8.062,
"AUT","TAXINCOME","TOT","PC_GDP","A","1978",9.105,
"AUT","TAXINCOME","TOT","PC_GDP","A","1979",8.775,
"AUT","TAXINCOME","TOT","PC_GDP","A","1980",8.942,
"AUT","TAXINCOME","TOT","PC_GDP","A","1981",9.383,
"AUT","TAXINCOME","TOT","PC_GDP","A","1982",9.037,
"AUT","TAXINCOME","TOT","PC_GDP","A","1983",8.702,
"AUT","TAXINCOME","TOT","PC_GDP","A","1984",8.942,
"AUT","TAXINCOME","TOT","PC_GDP","A","1985",9.27,
"AUT","TAXINCOME","TOT","PC_GDP","A","1986",9.43,
"AUT","TAXINCOME","TOT","PC_GDP","A","1987",9.07,
"AUT","TAXINCOME","TOT","PC_GDP","A","1988",8.951,
"AUT","TAXINCOME","TOT","PC_GDP","A","1989",7.694,
"AUT","TAXINCOME","TOT","PC_GDP","A","1990",8.234,
"AUT","TAXINCOME","TOT","PC_GDP","A","1991",8.635,
"AUT","TAXINCOME","TOT","PC_GDP","A","1992",8.876,
"AUT","TAXINCOME","TOT","PC_GDP","A","1993",9.011,
"AUT","TAXINCOME","TOT","PC_GDP","A","1994",8.189,
"AUT","TAXINCOME","TOT","PC_GDP","A","1995",8.566,
"AUT","TAXINCOME","TOT","PC_GDP","A","1996",9.023,
"AUT","TAXINCOME","TOT","PC_GDP","A","1997",9.53,
"AUT","TAXINCOME","TOT","PC_GDP","A","1998",9.633,
"AUT","TAXINCOME","TOT","PC_GDP","A","1999",9.723,
"AUT","TAXINCOME","TOT","PC_GDP","A","2000",9.311,
"AUT","TAXINCOME","TOT","PC_GDP","A","2001",9.916,
"AUT","TAXINCOME","TOT","PC_GDP","A","2002",9.646,
"AUT","TAXINCOME","TOT","PC_GDP","A","2003",9.644,
"AUT","TAXINCOME","TOT","PC_GDP","A","2004",9.4,
"AUT","TAXINCOME","TOT","PC_GDP","A","2005",8.959,
"AUT","TAXINCOME","TOT","PC_GDP","A","2006",8.963,
"AUT","TAXINCOME","TOT","PC_GDP","A","2007",9.064,
"AUT","TAXINCOME","TOT","PC_GDP","A","2008",9.534,
"AUT","TAXINCOME","TOT","PC_GDP","A","2009",9.079,
"AUT","TAXINCOME","TOT","PC_GDP","A","2010",9.158,
"AUT","TAXINCOME","TOT","PC_GDP","A","2011",9.205,
"AUT","TAXINCOME","TOT","PC_GDP","A","2012",9.505,
"AUT","TAXINCOME","TOT","PC_GDP","A","2013",9.717,
"AUT","TAXINCOME","TOT","PC_GDP","A","2014",10.037,
"AUT","TAXINCOME","TOT","PC_GDP","A","2015",10.404,
"AUT","TAXINCOME","TOT","PC_GDP","A","2016",9.128,
"AUT","TAXINCOME","TOT","PC_GDP","A","2017",9.065,
"BEL","TAXINCOME","TOT","PC_GDP","A","1965",6.283,
"BEL","TAXINCOME","TOT","PC_GDP","A","1966",7.022,
"BEL","TAXINCOME","TOT","PC_GDP","A","1967",7.505,
"BEL","TAXINCOME","TOT","PC_GDP","A","1968",8.03,
"BEL","TAXINCOME","TOT","PC_GDP","A","1969",8.23,
"BEL","TAXINCOME","TOT","PC_GDP","A","1970",8.334,
"BEL","TAXINCOME","TOT","PC_GDP","A","1971",8.829,
"BEL","TAXINCOME","TOT","PC_GDP","A","1972",9.423,
"BEL","TAXINCOME","TOT","PC_GDP","A","1973",10.021,
"BEL","TAXINCOME","TOT","PC_GDP","A","1974",10.89,
"BEL","TAXINCOME","TOT","PC_GDP","A","1975",12.63,
"BEL","TAXINCOME","TOT","PC_GDP","A","1976",12.542,
"BEL","TAXINCOME","TOT","PC_GDP","A","1977",13.988,
"BEL","TAXINCOME","TOT","PC_GDP","A","1978",14.958,
"BEL","TAXINCOME","TOT","PC_GDP","A","1979",15.351,
"BEL","TAXINCOME","TOT","PC_GDP","A","1980",14.742,
"BEL","TAXINCOME","TOT","PC_GDP","A","1981",14.892,
"BEL","TAXINCOME","TOT","PC_GDP","A","1982",15.391,
"BEL","TAXINCOME","TOT","PC_GDP","A","1983",15.431,
"BEL","TAXINCOME","TOT","PC_GDP","A","1984",15.854,
"BEL","TAXINCOME","TOT","PC_GDP","A","1985",15.494,
"BEL","TAXINCOME","TOT","PC_GDP","A","1986",14.98,
"BEL","TAXINCOME","TOT","PC_GDP","A","1987",14.786,
"BEL","TAXINCOME","TOT","PC_GDP","A","1988",14.114,
"BEL","TAXINCOME","TOT","PC_GDP","A","1989",12.662,
"BEL","TAXINCOME","TOT","PC_GDP","A","1990",13.179,
"BEL","TAXINCOME","TOT","PC_GDP","A","1991",12.962,
"BEL","TAXINCOME","TOT","PC_GDP","A","1992",12.869,
"BEL","TAXINCOME","TOT","PC_GDP","A","1993",13.452,
"BEL","TAXINCOME","TOT","PC_GDP","A","1994",13.52,
"BEL","TAXINCOME","TOT","PC_GDP","A","1995",13.914,
"BEL","TAXINCOME","TOT","PC_GDP","A","1996",13.576,
"BEL","TAXINCOME","TOT","PC_GDP","A","1997",13.801,
"BEL","TAXINCOME","TOT","PC_GDP","A","1998",13.824,
"BEL","TAXINCOME","TOT","PC_GDP","A","1999",13.467,
"BEL","TAXINCOME","TOT","PC_GDP","A","2000",13.655,
"BEL","TAXINCOME","TOT","PC_GDP","A","2001",13.947,
"BEL","TAXINCOME","TOT","PC_GDP","A","2002",13.907,
"BEL","TAXINCOME","TOT","PC_GDP","A","2003",13.584,
"BEL","TAXINCOME","TOT","PC_GDP","A","2004",13.376,
"BEL","TAXINCOME","TOT","PC_GDP","A","2005",12.53,
"BEL","TAXINCOME","TOT","PC_GDP","A","2006",12.038,
"BEL","TAXINCOME","TOT","PC_GDP","A","2007",11.884,
"BEL","TAXINCOME","TOT","PC_GDP","A","2008",12.309,
"BEL","TAXINCOME","TOT","PC_GDP","A","2009",12.041,
"BEL","TAXINCOME","TOT","PC_GDP","A","2010",12.039,
"BEL","TAXINCOME","TOT","PC_GDP","A","2011",12.153,
"BEL","TAXINCOME","TOT","PC_GDP","A","2012",12.297,
"BEL","TAXINCOME","TOT","PC_GDP","A","2013",12.864,
"BEL","TAXINCOME","TOT","PC_GDP","A","2014",12.967,
"BEL","TAXINCOME","TOT","PC_GDP","A","2015",12.644,
"BEL","TAXINCOME","TOT","PC_GDP","A","2016",12.2,
"BEL","TAXINCOME","TOT","PC_GDP","A","2017",12.138,
"CAN","TAXINCOME","TOT","PC_GDP","A","1965",5.666,
"CAN","TAXINCOME","TOT","PC_GDP","A","1966",6.165,
"CAN","TAXINCOME","TOT","PC_GDP","A","1967",6.994,
"CAN","TAXINCOME","TOT","PC_GDP","A","1968",7.598,
"CAN","TAXINCOME","TOT","PC_GDP","A","1969",8.772,
"CAN","TAXINCOME","TOT","PC_GDP","A","1970",9.747,
"CAN","TAXINCOME","TOT","PC_GDP","A","1971",9.795,
"CAN","TAXINCOME","TOT","PC_GDP","A","1972",10.275,
"CAN","TAXINCOME","TOT","PC_GDP","A","1973",9.743,
"CAN","TAXINCOME","TOT","PC_GDP","A","1974",10.577,
"CAN","TAXINCOME","TOT","PC_GDP","A","1975",10.256,
"CAN","TAXINCOME","TOT","PC_GDP","A","1976",10.424,
"CAN","TAXINCOME","TOT","PC_GDP","A","1977",9.779,
"CAN","TAXINCOME","TOT","PC_GDP","A","1978",9.6,
"CAN","TAXINCOME","TOT","PC_GDP","A","1979",9.912,
"CAN","TAXINCOME","TOT","PC_GDP","A","1980",10.378,
"CAN","TAXINCOME","TOT","PC_GDP","A","1981",11.099,
"CAN","TAXINCOME","TOT","PC_GDP","A","1982",11.73,
"CAN","TAXINCOME","TOT","PC_GDP","A","1983",11.167,
"CAN","TAXINCOME","TOT","PC_GDP","A","1984",10.785,
"CAN","TAXINCOME","TOT","PC_GDP","A","1985",11.178,
"CAN","TAXINCOME","TOT","PC_GDP","A","1986",11.982,
"CAN","TAXINCOME","TOT","PC_GDP","A","1987",12.866,
"CAN","TAXINCOME","TOT","PC_GDP","A","1988",12.425,
"CAN","TAXINCOME","TOT","PC_GDP","A","1989",13.222,
"CAN","TAXINCOME","TOT","PC_GDP","A","1990",14.377,
"CAN","TAXINCOME","TOT","PC_GDP","A","1991",14.491,
"CAN","TAXINCOME","TOT","PC_GDP","A","1992",13.788,
"CAN","TAXINCOME","TOT","PC_GDP","A","1993",13.066,
"CAN","TAXINCOME","TOT","PC_GDP","A","1994",12.78,
"CAN","TAXINCOME","TOT","PC_GDP","A","1995",13.041,
"CAN","TAXINCOME","TOT","PC_GDP","A","1996",13.114,
"CAN","TAXINCOME","TOT","PC_GDP","A","1997",13.496,
"CAN","TAXINCOME","TOT","PC_GDP","A","1998",13.47,
"CAN","TAXINCOME","TOT","PC_GDP","A","1999",13.307,
"CAN","TAXINCOME","TOT","PC_GDP","A","2000",12.807,
"CAN","TAXINCOME","TOT","PC_GDP","A","2001",12.795,
"CAN","TAXINCOME","TOT","PC_GDP","A","2002",11.661,
"CAN","TAXINCOME","TOT","PC_GDP","A","2003",11.263,
"CAN","TAXINCOME","TOT","PC_GDP","A","2004",11.368,
"CAN","TAXINCOME","TOT","PC_GDP","A","2005",11.63,
"CAN","TAXINCOME","TOT","PC_GDP","A","2006",11.654,
"CAN","TAXINCOME","TOT","PC_GDP","A","2007",12.076,
"CAN","TAXINCOME","TOT","PC_GDP","A","2008",11.805,
"CAN","TAXINCOME","TOT","PC_GDP","A","2009",11.745,
"CAN","TAXINCOME","TOT","PC_GDP","A","2010",10.883,
"CAN","TAXINCOME","TOT","PC_GDP","A","2011",11.135,
"CAN","TAXINCOME","TOT","PC_GDP","A","2012",11.381,
"CAN","TAXINCOME","TOT","PC_GDP","A","2013",11.281,
"CAN","TAXINCOME","TOT","PC_GDP","A","2014",11.382,
"CAN","TAXINCOME","TOT","PC_GDP","A","2015",12.045,
"CAN","TAXINCOME","TOT","PC_GDP","A","2016",11.864,
"CAN","TAXINCOME","TOT","PC_GDP","A","2017",11.58,
"CZE","TAXINCOME","TOT","PC_GDP","A","1993",3.301,
"CZE","TAXINCOME","TOT","PC_GDP","A","1994",4.008,
"CZE","TAXINCOME","TOT","PC_GDP","A","1995",4.435,
"CZE","TAXINCOME","TOT","PC_GDP","A","1996",4.411,
"CZE","TAXINCOME","TOT","PC_GDP","A","1997",4.46,
"CZE","TAXINCOME","TOT","PC_GDP","A","1998",4.362,
"CZE","TAXINCOME","TOT","PC_GDP","A","1999",4.146,
"CZE","TAXINCOME","TOT","PC_GDP","A","2000",4.189,
"CZE","TAXINCOME","TOT","PC_GDP","A","2001",4.104,
"CZE","TAXINCOME","TOT","PC_GDP","A","2002",4.287,
"CZE","TAXINCOME","TOT","PC_GDP","A","2003",4.462,
"CZE","TAXINCOME","TOT","PC_GDP","A","2004",4.451,
"CZE","TAXINCOME","TOT","PC_GDP","A","2005",4.225,
"CZE","TAXINCOME","TOT","PC_GDP","A","2006",3.967,
"CZE","TAXINCOME","TOT","PC_GDP","A","2007",3.994,
"CZE","TAXINCOME","TOT","PC_GDP","A","2008",3.535,
"CZE","TAXINCOME","TOT","PC_GDP","A","2009",3.461,
"CZE","TAXINCOME","TOT","PC_GDP","A","2010",3.324,
"CZE","TAXINCOME","TOT","PC_GDP","A","2011",3.539,
"CZE","TAXINCOME","TOT","PC_GDP","A","2012",3.567,
"CZE","TAXINCOME","TOT","PC_GDP","A","2013",3.656,
"CZE","TAXINCOME","TOT","PC_GDP","A","2014",3.564,
"CZE","TAXINCOME","TOT","PC_GDP","A","2015",3.583,
"CZE","TAXINCOME","TOT","PC_GDP","A","2016",3.84,
"CZE","TAXINCOME","TOT","PC_GDP","A","2017",4.044,
"DNK","TAXINCOME","TOT","PC_GDP","A","1965",12.252,
"DNK","TAXINCOME","TOT","PC_GDP","A","1966",12.661,
"DNK","TAXINCOME","TOT","PC_GDP","A","1967",13.07,
"DNK","TAXINCOME","TOT","PC_GDP","A","1968",14.206,
"DNK","TAXINCOME","TOT","PC_GDP","A","1969",13.981,
"DNK","TAXINCOME","TOT","PC_GDP","A","1970",18.086,
"DNK","TAXINCOME","TOT","PC_GDP","A","1971",20.755,
"DNK","TAXINCOME","TOT","PC_GDP","A","1972",20.263,
"DNK","TAXINCOME","TOT","PC_GDP","A","1973",20.849,
"DNK","TAXINCOME","TOT","PC_GDP","A","1974",23.666,
"DNK","TAXINCOME","TOT","PC_GDP","A","1975",20.535,
"DNK","TAXINCOME","TOT","PC_GDP","A","1976",20.562,
"DNK","TAXINCOME","TOT","PC_GDP","A","1977",20.167,
"DNK","TAXINCOME","TOT","PC_GDP","A","1978",20.371,
"DNK","TAXINCOME","TOT","PC_GDP","A","1979",20.727,
"DNK","TAXINCOME","TOT","PC_GDP","A","1980",21.566,
"DNK","TAXINCOME","TOT","PC_GDP","A","1981",21.655,
"DNK","TAXINCOME","TOT","PC_GDP","A","1982",21.471,
"DNK","TAXINCOME","TOT","PC_GDP","A","1983",21.965,
"DNK","TAXINCOME","TOT","PC_GDP","A","1984",21.539,
"DNK","TAXINCOME","TOT","PC_GDP","A","1985",22.428,
"DNK","TAXINCOME","TOT","PC_GDP","A","1986",22.42,
"DNK","TAXINCOME","TOT","PC_GDP","A","1987",23.291,
"DNK","TAXINCOME","TOT","PC_GDP","A","1988",24.489,
"DNK","TAXINCOME","TOT","PC_GDP","A","1989",24.188,
"DNK","TAXINCOME","TOT","PC_GDP","A","1990",24.03,
"DNK","TAXINCOME","TOT","PC_GDP","A","1991",23.934,
"DNK","TAXINCOME","TOT","PC_GDP","A","1992",24.135,
"DNK","TAXINCOME","TOT","PC_GDP","A","1993",24.369,
"DNK","TAXINCOME","TOT","PC_GDP","A","1994",25.489,
"DNK","TAXINCOME","TOT","PC_GDP","A","1995",25.504,
"DNK","TAXINCOME","TOT","PC_GDP","A","1996",25.293,
"DNK","TAXINCOME","TOT","PC_GDP","A","1997",25.126,
"DNK","TAXINCOME","TOT","PC_GDP","A","1998",24.74,
"DNK","TAXINCOME","TOT","PC_GDP","A","1999",24.973,
"DNK","TAXINCOME","TOT","PC_GDP","A","2000",24.708,
"DNK","TAXINCOME","TOT","PC_GDP","A","2001",24.99,
"DNK","TAXINCOME","TOT","PC_GDP","A","2002",24.693,
"DNK","TAXINCOME","TOT","PC_GDP","A","2003",24.649,
"DNK","TAXINCOME","TOT","PC_GDP","A","2004",24.025,
"DNK","TAXINCOME","TOT","PC_GDP","A","2005",24.011,
"DNK","TAXINCOME","TOT","PC_GDP","A","2006",23.916,
"DNK","TAXINCOME","TOT","PC_GDP","A","2007",24.515,
"DNK","TAXINCOME","TOT","PC_GDP","A","2008",24.137,
"DNK","TAXINCOME","TOT","PC_GDP","A","2009",25.192,
"DNK","TAXINCOME","TOT","PC_GDP","A","2010",23.266,
"DNK","TAXINCOME","TOT","PC_GDP","A","2011",23.208,
"DNK","TAXINCOME","TOT","PC_GDP","A","2012",23.305,
"DNK","TAXINCOME","TOT","PC_GDP","A","2013",25.097,
"DNK","TAXINCOME","TOT","PC_GDP","A","2014",26.349,
"DNK","TAXINCOME","TOT","PC_GDP","A","2015",25.477,
"DNK","TAXINCOME","TOT","PC_GDP","A","2016",24.698,
"DNK","TAXINCOME","TOT","PC_GDP","A","2017",24.557,
"FIN","TAXINCOME","TOT","PC_GDP","A","1965",9.995,
"FIN","TAXINCOME","TOT","PC_GDP","A","1966",10.785,
"FIN","TAXINCOME","TOT","PC_GDP","A","1967",11.453,
"FIN","TAXINCOME","TOT","PC_GDP","A","1968",11.755,
"FIN","TAXINCOME","TOT","PC_GDP","A","1969",11.908,
"FIN","TAXINCOME","TOT","PC_GDP","A","1970",12.219,
"FIN","TAXINCOME","TOT","PC_GDP","A","1971",12.987,
"FIN","TAXINCOME","TOT","PC_GDP","A","1972",13.394,
"FIN","TAXINCOME","TOT","PC_GDP","A","1973",14.002,
"FIN","TAXINCOME","TOT","PC_GDP","A","1974",14.423,
"FIN","TAXINCOME","TOT","PC_GDP","A","1975",13.916,
"FIN","TAXINCOME","TOT","PC_GDP","A","1976",15.876,
"FIN","TAXINCOME","TOT","PC_GDP","A","1977",15.339,
"FIN","TAXINCOME","TOT","PC_GDP","A","1978",13.09,
"FIN","TAXINCOME","TOT","PC_GDP","A","1979",12.179,
"FIN","TAXINCOME","TOT","PC_GDP","A","1980",12.613,
"FIN","TAXINCOME","TOT","PC_GDP","A","1981",13.72,
"FIN","TAXINCOME","TOT","PC_GDP","A","1982",13.477,
"FIN","TAXINCOME","TOT","PC_GDP","A","1983",13.448,
"FIN","TAXINCOME","TOT","PC_GDP","A","1984",13.958,
"FIN","TAXINCOME","TOT","PC_GDP","A","1985",14.619,
"FIN","TAXINCOME","TOT","PC_GDP","A","1986",15.374,
"FIN","TAXINCOME","TOT","PC_GDP","A","1987",14.03,
"FIN","TAXINCOME","TOT","PC_GDP","A","1988",15.111,
"FIN","TAXINCOME","TOT","PC_GDP","A","1989",14.729,
"FIN","TAXINCOME","TOT","PC_GDP","A","1990",14.902,
"FIN","TAXINCOME","TOT","PC_GDP","A","1991",14.96,
"FIN","TAXINCOME","TOT","PC_GDP","A","1992",14.297,
"FIN","TAXINCOME","TOT","PC_GDP","A","1993",14.424,
"FIN","TAXINCOME","TOT","PC_GDP","A","1994",15.383,
"FIN","TAXINCOME","TOT","PC_GDP","A","1995",13.839,
"FIN","TAXINCOME","TOT","PC_GDP","A","1996",14.948,
"FIN","TAXINCOME","TOT","PC_GDP","A","1997",13.839,
"FIN","TAXINCOME","TOT","PC_GDP","A","1998",13.453,
"FIN","TAXINCOME","TOT","PC_GDP","A","1999",13.009,
"FIN","TAXINCOME","TOT","PC_GDP","A","2000",14.031,
"FIN","TAXINCOME","TOT","PC_GDP","A","2001",13.589,
"FIN","TAXINCOME","TOT","PC_GDP","A","2002",13.526,
"FIN","TAXINCOME","TOT","PC_GDP","A","2003",13.133,
"FIN","TAXINCOME","TOT","PC_GDP","A","2004",12.732,
"FIN","TAXINCOME","TOT","PC_GDP","A","2005",12.903,
"FIN","TAXINCOME","TOT","PC_GDP","A","2006",12.767,
"FIN","TAXINCOME","TOT","PC_GDP","A","2007",12.539,
"FIN","TAXINCOME","TOT","PC_GDP","A","2008",12.696,
"FIN","TAXINCOME","TOT","PC_GDP","A","2009",12.711,
"FIN","TAXINCOME","TOT","PC_GDP","A","2010",12.05,
"FIN","TAXINCOME","TOT","PC_GDP","A","2011",12.283,
"FIN","TAXINCOME","TOT","PC_GDP","A","2012",12.507,
"FIN","TAXINCOME","TOT","PC_GDP","A","2013",12.786,
"FIN","TAXINCOME","TOT","PC_GDP","A","2014",13.395,
"FIN","TAXINCOME","TOT","PC_GDP","A","2015",13.275,
"FIN","TAXINCOME","TOT","PC_GDP","A","2016",13.019,
"FIN","TAXINCOME","TOT","PC_GDP","A","2017",12.633,
"FRA","TAXINCOME","TOT","PC_GDP","A","1965",3.581,
"FRA","TAXINCOME","TOT","PC_GDP","A","1966",3.499,
"FRA","TAXINCOME","TOT","PC_GDP","A","1967",3.604,
"FRA","TAXINCOME","TOT","PC_GDP","A","1968",4.028,
"FRA","TAXINCOME","TOT","PC_GDP","A","1969",4.047,
"FRA","TAXINCOME","TOT","PC_GDP","A","1970",3.616,
"FRA","TAXINCOME","TOT","PC_GDP","A","1971",3.414,
"FRA","TAXINCOME","TOT","PC_GDP","A","1972",3.535,
"FRA","TAXINCOME","TOT","PC_GDP","A","1973",3.242,
"FRA","TAXINCOME","TOT","PC_GDP","A","1974",3.828,
"FRA","TAXINCOME","TOT","PC_GDP","A","1975",3.707,
"FRA","TAXINCOME","TOT","PC_GDP","A","1976",4.149,
"FRA","TAXINCOME","TOT","PC_GDP","A","1977",4.318,
"FRA","TAXINCOME","TOT","PC_GDP","A","1978",4.258,
"FRA","TAXINCOME","TOT","PC_GDP","A","1979",4.271,
"FRA","TAXINCOME","TOT","PC_GDP","A","1980",4.589,
"FRA","TAXINCOME","TOT","PC_GDP","A","1981",4.748,
"FRA","TAXINCOME","TOT","PC_GDP","A","1982",4.746,
"FRA","TAXINCOME","TOT","PC_GDP","A","1983",5.007,
"FRA","TAXINCOME","TOT","PC_GDP","A","1984",5.099,
"FRA","TAXINCOME","TOT","PC_GDP","A","1985",4.814,
"FRA","TAXINCOME","TOT","PC_GDP","A","1986",4.777,
"FRA","TAXINCOME","TOT","PC_GDP","A","1987",4.846,
"FRA","TAXINCOME","TOT","PC_GDP","A","1988",4.444,
"FRA","TAXINCOME","TOT","PC_GDP","A","1989",4.313,
"FRA","TAXINCOME","TOT","PC_GDP","A","1990",4.392,
"FRA","TAXINCOME","TOT","PC_GDP","A","1991",5.122,
"FRA","TAXINCOME","TOT","PC_GDP","A","1992",4.628,
"FRA","TAXINCOME","TOT","PC_GDP","A","1993",4.779,
"FRA","TAXINCOME","TOT","PC_GDP","A","1994",4.882,
"FRA","TAXINCOME","TOT","PC_GDP","A","1995",4.813,
"FRA","TAXINCOME","TOT","PC_GDP","A","1996",5.046,
"FRA","TAXINCOME","TOT","PC_GDP","A","1997",5.36,
"FRA","TAXINCOME","TOT","PC_GDP","A","1998",7.438,
"FRA","TAXINCOME","TOT","PC_GDP","A","1999",7.661,
"FRA","TAXINCOME","TOT","PC_GDP","A","2000",7.791,
"FRA","TAXINCOME","TOT","PC_GDP","A","2001",7.61,
"FRA","TAXINCOME","TOT","PC_GDP","A","2002",7.313,
"FRA","TAXINCOME","TOT","PC_GDP","A","2003",7.345,
"FRA","TAXINCOME","TOT","PC_GDP","A","2004",7.19,
"FRA","TAXINCOME","TOT","PC_GDP","A","2005",7.712,
"FRA","TAXINCOME","TOT","PC_GDP","A","2006",7.536,
"FRA","TAXINCOME","TOT","PC_GDP","A","2007",7.231,
"FRA","TAXINCOME","TOT","PC_GDP","A","2008",7.346,
"FRA","TAXINCOME","TOT","PC_GDP","A","2009",7.135,
"FRA","TAXINCOME","TOT","PC_GDP","A","2010",7.173,
"FRA","TAXINCOME","TOT","PC_GDP","A","2011",7.422,
"FRA","TAXINCOME","TOT","PC_GDP","A","2012",8.02,
"FRA","TAXINCOME","TOT","PC_GDP","A","2013",8.425,
"FRA","TAXINCOME","TOT","PC_GDP","A","2014",8.481,
"FRA","TAXINCOME","TOT","PC_GDP","A","2015",8.502,
"FRA","TAXINCOME","TOT","PC_GDP","A","2016",8.569,
"FRA","TAXINCOME","TOT","PC_GDP","A","2017",8.563,
"DEU","TAXINCOME","TOT","PC_GDP","A","1965",8.201,
"DEU","TAXINCOME","TOT","PC_GDP","A","1966",8.67,
"DEU","TAXINCOME","TOT","PC_GDP","A","1967",8.478,
"DEU","TAXINCOME","TOT","PC_GDP","A","1968",8.577,
"DEU","TAXINCOME","TOT","PC_GDP","A","1969",8.983,
"DEU","TAXINCOME","TOT","PC_GDP","A","1970",8.405,
"DEU","TAXINCOME","TOT","PC_GDP","A","1971",8.993,
"DEU","TAXINCOME","TOT","PC_GDP","A","1972",9.819,
"DEU","TAXINCOME","TOT","PC_GDP","A","1973",10.674,
"DEU","TAXINCOME","TOT","PC_GDP","A","1974",11.086,
"DEU","TAXINCOME","TOT","PC_GDP","A","1975",10.284,
"DEU","TAXINCOME","TOT","PC_GDP","A","1976",10.651,
"DEU","TAXINCOME","TOT","PC_GDP","A","1977",11.373,
