"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","EMP","TOT","PC_WKGPOP","Q","2008-Q2",62.25839,
"BEL","EMP","TOT","PC_WKGPOP","Q","2008-Q3",62.45099,
"BEL","EMP","TOT","PC_WKGPOP","Q","2008-Q4",62.15295,
"BEL","EMP","TOT","PC_WKGPOP","Q","2009-Q1",61.88674,
"BEL","EMP","TOT","PC_WKGPOP","Q","2009-Q2",61.61036,
"BEL","EMP","TOT","PC_WKGPOP","Q","2009-Q3",61.29193,
"BEL","EMP","TOT","PC_WKGPOP","Q","2009-Q4",61.61531,
"BEL","EMP","TOT","PC_WKGPOP","Q","2010-Q1",62.0689,
"BEL","EMP","TOT","PC_WKGPOP","Q","2010-Q2",61.54801,
"BEL","EMP","TOT","PC_WKGPOP","Q","2010-Q3",61.85595,
"BEL","EMP","TOT","PC_WKGPOP","Q","2010-Q4",62.57798,
"BEL","EMP","TOT","PC_WKGPOP","Q","2011-Q1",61.47976,
"BEL","EMP","TOT","PC_WKGPOP","Q","2011-Q2",62.55495,
"BEL","EMP","TOT","PC_WKGPOP","Q","2011-Q3",61.5735,
"BEL","EMP","TOT","PC_WKGPOP","Q","2011-Q4",62.07528,
"BEL","EMP","TOT","PC_WKGPOP","Q","2012-Q1",61.70757,
"BEL","EMP","TOT","PC_WKGPOP","Q","2012-Q2",61.8283,
"BEL","EMP","TOT","PC_WKGPOP","Q","2012-Q3",62.0181,
"BEL","EMP","TOT","PC_WKGPOP","Q","2012-Q4",61.83922,
"BEL","EMP","TOT","PC_WKGPOP","Q","2013-Q1",61.50291,
"BEL","EMP","TOT","PC_WKGPOP","Q","2013-Q2",61.98819,
"BEL","EMP","TOT","PC_WKGPOP","Q","2013-Q3",62.20366,
"BEL","EMP","TOT","PC_WKGPOP","Q","2013-Q4",61.48899,
"BEL","EMP","TOT","PC_WKGPOP","Q","2014-Q1",61.7235,
"BEL","EMP","TOT","PC_WKGPOP","Q","2014-Q2",61.96216,
"BEL","EMP","TOT","PC_WKGPOP","Q","2014-Q3",61.90102,
"BEL","EMP","TOT","PC_WKGPOP","Q","2014-Q4",62.01211,
"BEL","EMP","TOT","PC_WKGPOP","Q","2015-Q1",62.11888,
"BEL","EMP","TOT","PC_WKGPOP","Q","2015-Q2",61.42776,
"BEL","EMP","TOT","PC_WKGPOP","Q","2015-Q3",61.97955,
"BEL","EMP","TOT","PC_WKGPOP","Q","2015-Q4",61.6627,
"BEL","EMP","TOT","PC_WKGPOP","Q","2016-Q1",61.81997,
"BEL","EMP","TOT","PC_WKGPOP","Q","2016-Q2",62.02344,
"BEL","EMP","TOT","PC_WKGPOP","Q","2016-Q3",62.04617,
"BEL","EMP","TOT","PC_WKGPOP","Q","2016-Q4",63.26472,
"BEL","EMP","TOT","PC_WKGPOP","Q","2017-Q1",62.43121,
"BEL","EMP","TOT","PC_WKGPOP","Q","2017-Q2",62.92802,
"BEL","EMP","TOT","PC_WKGPOP","Q","2017-Q3",63.25944,
"BEL","EMP","TOT","PC_WKGPOP","Q","2017-Q4",63.92149,
"BEL","EMP","TOT","PC_WKGPOP","Q","2018-Q1",64.12547,
"BEL","EMP","TOT","PC_WKGPOP","Q","2018-Q2",63.83403,
"BEL","EMP","TOT","PC_WKGPOP","Q","2018-Q3",64.91714,
"BEL","EMP","TOT","PC_WKGPOP","Q","2018-Q4",65.02593,
"BEL","EMP","TOT","PC_WKGPOP","Q","2019-Q1",64.72373,
"BEL","EMP","TOT","PC_WKGPOP","Q","2019-Q2",65.62215,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","1999-Q1",50.27336,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","1999-Q2",50.27792,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","1999-Q3",50.70142,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","1999-Q4",50.23739,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2000-Q1",50.70736,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2000-Q2",51.97143,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2000-Q3",51.91864,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2000-Q4",51.27691,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2001-Q1",51.31867,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2001-Q2",50.83053,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2001-Q3",50.87907,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2001-Q4",50.77637,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2002-Q1",50.90376,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2002-Q2",51.20814,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2002-Q3",51.69444,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2002-Q4",51.77325,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2003-Q1",51.69778,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2003-Q2",51.45991,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2003-Q3",51.4287,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2003-Q4",52.63018,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2004-Q1",52.14345,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2004-Q2",53.02756,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2004-Q3",52.27108,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2004-Q4",53.14267,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2005-Q1",53.83294,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2005-Q2",54.18479,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2005-Q3",53.31847,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2005-Q4",53.85062,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2006-Q1",53.49993,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2006-Q2",53.69394,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2006-Q3",54.14323,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2006-Q4",54.5241,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q1",54.652,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q2",54.95168,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q3",55.23441,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q4",56.41468,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q1",56.53,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q2",55.8484,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q3",56.50029,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q4",55.76728,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q1",56.07757,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q2",56.11288,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q3",55.67186,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q4",56.08321,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q1",56.94713,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q2",55.60298,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q3",56.23695,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q4",57.32519,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q1",56.1827,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q2",57.28601,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q3",56.63927,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q4",56.62761,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q1",56.25803,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q2",56.36257,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q3",57.13861,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q4",57.32714,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q1",56.78128,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q2",56.8852,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q3",58.12634,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q4",56.92118,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q1",57.31404,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q2",58.19694,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q3",58.25178,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q4",57.96159,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q1",58.26688,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q2",57.7315,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q3",57.9805,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q4",58.14677,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q1",57.82384,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q2",57.40919,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q3",57.65297,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q4",59.45101,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q1",57.75554,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q2",58.58909,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q3",58.94916,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",59.51964,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",60.05559,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",59.71245,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",61.6115,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",61.49535,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",61.07745,
"BEL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",62.04646,
"CAN","EMP","MEN","THND_PER","Q","1956-Q1",4253.129,
"CAN","EMP","MEN","THND_PER","Q","1956-Q2",4244.663,
"CAN","EMP","MEN","THND_PER","Q","1956-Q3",4257.203,
"CAN","EMP","MEN","THND_PER","Q","1956-Q4",4307.095,
"CAN","EMP","MEN","THND_PER","Q","1957-Q1",4350.68,
"CAN","EMP","MEN","THND_PER","Q","1957-Q2",4334.705,
"CAN","EMP","MEN","THND_PER","Q","1957-Q3",4332.731,
"CAN","EMP","MEN","THND_PER","Q","1957-Q4",4298.056,
"CAN","EMP","MEN","THND_PER","Q","1958-Q1",4253.614,
"CAN","EMP","MEN","THND_PER","Q","1958-Q2",4264.421,
"CAN","EMP","MEN","THND_PER","Q","1958-Q3",4258.563,
"CAN","EMP","MEN","THND_PER","Q","1958-Q4",4276.082,
"CAN","EMP","MEN","THND_PER","Q","1959-Q1",4330.605,
"CAN","EMP","MEN","THND_PER","Q","1959-Q2",4348.951,
"CAN","EMP","MEN","THND_PER","Q","1959-Q3",4378.774,
"CAN","EMP","MEN","THND_PER","Q","1959-Q4",4388.988,
"CAN","EMP","MEN","THND_PER","Q","1960-Q1",4376.97,
"CAN","EMP","MEN","THND_PER","Q","1960-Q2",4368.732,
"CAN","EMP","MEN","THND_PER","Q","1960-Q3",4365.406,
"CAN","EMP","MEN","THND_PER","Q","1960-Q4",4362.953,
"CAN","EMP","MEN","THND_PER","Q","1961-Q1",4319.503,
"CAN","EMP","MEN","THND_PER","Q","1961-Q2",4354.313,
"CAN","EMP","MEN","THND_PER","Q","1961-Q3",4401.959,
"CAN","EMP","MEN","THND_PER","Q","1961-Q4",4445.735,
"CAN","EMP","MEN","THND_PER","Q","1962-Q1",4467.075,
"CAN","EMP","MEN","THND_PER","Q","1962-Q2",4493.747,
"CAN","EMP","MEN","THND_PER","Q","1962-Q3",4493.541,
"CAN","EMP","MEN","THND_PER","Q","1962-Q4",4501.389,
"CAN","EMP","MEN","THND_PER","Q","1963-Q1",4518.237,
"CAN","EMP","MEN","THND_PER","Q","1963-Q2",4547.679,
"CAN","EMP","MEN","THND_PER","Q","1963-Q3",4581.843,
"CAN","EMP","MEN","THND_PER","Q","1963-Q4",4625.64,
"CAN","EMP","MEN","THND_PER","Q","1964-Q1",4654.615,
"CAN","EMP","MEN","THND_PER","Q","1964-Q2",4676.471,
"CAN","EMP","MEN","THND_PER","Q","1964-Q3",4719.962,
"CAN","EMP","MEN","THND_PER","Q","1964-Q4",4743.323,
"CAN","EMP","MEN","THND_PER","Q","1965-Q1",4801.833,
"CAN","EMP","MEN","THND_PER","Q","1965-Q2",4808.372,
"CAN","EMP","MEN","THND_PER","Q","1965-Q3",4858.905,
"CAN","EMP","MEN","THND_PER","Q","1965-Q4",4900.224,
"CAN","EMP","MEN","THND_PER","Q","1966-Q1",4964.303,
"CAN","EMP","MEN","THND_PER","Q","1966-Q2",4961.188,
"CAN","EMP","MEN","THND_PER","Q","1966-Q3",4961.798,
"CAN","EMP","MEN","THND_PER","Q","1966-Q4",5017.825,
"CAN","EMP","MEN","THND_PER","Q","1967-Q1",5049.86,
"CAN","EMP","MEN","THND_PER","Q","1967-Q2",5046.248,
"CAN","EMP","MEN","THND_PER","Q","1967-Q3",5081,
"CAN","EMP","MEN","THND_PER","Q","1967-Q4",5058.065,
"CAN","EMP","MEN","THND_PER","Q","1968-Q1",5041.806,
"CAN","EMP","MEN","THND_PER","Q","1968-Q2",5098.127,
"CAN","EMP","MEN","THND_PER","Q","1968-Q3",5131.321,
"CAN","EMP","MEN","THND_PER","Q","1968-Q4",5156.448,
"CAN","EMP","MEN","THND_PER","Q","1969-Q1",5229.133,
"CAN","EMP","MEN","THND_PER","Q","1969-Q2",5240.399,
"CAN","EMP","MEN","THND_PER","Q","1969-Q3",5218.184,
"CAN","EMP","MEN","THND_PER","Q","1969-Q4",5236.762,
"CAN","EMP","MEN","THND_PER","Q","1970-Q1",5245.922,
"CAN","EMP","MEN","THND_PER","Q","1970-Q2",5231.659,
"CAN","EMP","MEN","THND_PER","Q","1970-Q3",5265.469,
"CAN","EMP","MEN","THND_PER","Q","1970-Q4",5299.648,
"CAN","EMP","MEN","THND_PER","Q","1971-Q1",5277.458,
"CAN","EMP","MEN","THND_PER","Q","1971-Q2",5292.031,
"CAN","EMP","MEN","THND_PER","Q","1971-Q3",5355.342,
"CAN","EMP","MEN","THND_PER","Q","1971-Q4",5392.356,
"CAN","EMP","MEN","THND_PER","Q","1972-Q1",5437.167,
"CAN","EMP","MEN","THND_PER","Q","1972-Q2",5451.625,
"CAN","EMP","MEN","THND_PER","Q","1972-Q3",5462.361,
"CAN","EMP","MEN","THND_PER","Q","1972-Q4",5491.28,
"CAN","EMP","MEN","THND_PER","Q","1973-Q1",5585.827,
"CAN","EMP","MEN","THND_PER","Q","1973-Q2",5679.35,
"CAN","EMP","MEN","THND_PER","Q","1973-Q3",5686.107,
"CAN","EMP","MEN","THND_PER","Q","1973-Q4",5759.709,
"CAN","EMP","MEN","THND_PER","Q","1974-Q1",5815.076,
"CAN","EMP","MEN","THND_PER","Q","1974-Q2",5836.765,
"CAN","EMP","MEN","THND_PER","Q","1974-Q3",5902.814,
"CAN","EMP","MEN","THND_PER","Q","1974-Q4",5923.185,
"CAN","EMP","MEN","THND_PER","Q","1975-Q1",5844.354,
"CAN","EMP","MEN","THND_PER","Q","1975-Q2",5875.989,
"CAN","EMP","MEN","THND_PER","Q","1975-Q3",5921.049,
"CAN","EMP","MEN","THND_PER","Q","1975-Q4",5970.977,"B"
"CAN","EMP","MEN","THND_PER","Q","1976-Q1",6099.6,
"CAN","EMP","MEN","THND_PER","Q","1976-Q2",6130.367,
"CAN","EMP","MEN","THND_PER","Q","1976-Q3",6140.067,
"CAN","EMP","MEN","THND_PER","Q","1976-Q4",6149.5,
"CAN","EMP","MEN","THND_PER","Q","1977-Q1",6166.2,
"CAN","EMP","MEN","THND_PER","Q","1977-Q2",6183.5,
"CAN","EMP","MEN","THND_PER","Q","1977-Q3",6186.233,
"CAN","EMP","MEN","THND_PER","Q","1977-Q4",6212.9,
"CAN","EMP","MEN","THND_PER","Q","1978-Q1",6239.6,
"CAN","EMP","MEN","THND_PER","Q","1978-Q2",6289.633,
"CAN","EMP","MEN","THND_PER","Q","1978-Q3",6338.367,
"CAN","EMP","MEN","THND_PER","Q","1978-Q4",6392.8,
"CAN","EMP","MEN","THND_PER","Q","1979-Q1",6438.867,
"CAN","EMP","MEN","THND_PER","Q","1979-Q2",6513.933,
"CAN","EMP","MEN","THND_PER","Q","1979-Q3",6562.2,
"CAN","EMP","MEN","THND_PER","Q","1979-Q4",6594.833,
"CAN","EMP","MEN","THND_PER","Q","1980-Q1",6617.1,
"CAN","EMP","MEN","THND_PER","Q","1980-Q2",6602,
"CAN","EMP","MEN","THND_PER","Q","1980-Q3",6627.333,
"CAN","EMP","MEN","THND_PER","Q","1980-Q4",6698.267,
"CAN","EMP","MEN","THND_PER","Q","1981-Q1",6766.967,
"CAN","EMP","MEN","THND_PER","Q","1981-Q2",6780.367,
"CAN","EMP","MEN","THND_PER","Q","1981-Q3",6749.767,
"CAN","EMP","MEN","THND_PER","Q","1981-Q4",6695.2,
"CAN","EMP","MEN","THND_PER","Q","1982-Q1",6604.433,
"CAN","EMP","MEN","THND_PER","Q","1982-Q2",6484.233,
"CAN","EMP","MEN","THND_PER","Q","1982-Q3",6354.067,
"CAN","EMP","MEN","THND_PER","Q","1982-Q4",6291.933,
"CAN","EMP","MEN","THND_PER","Q","1983-Q1",6312.667,
"CAN","EMP","MEN","THND_PER","Q","1983-Q2",6380.033,
"CAN","EMP","MEN","THND_PER","Q","1983-Q3",6469.567,
"CAN","EMP","MEN","THND_PER","Q","1983-Q4",6493.767,
"CAN","EMP","MEN","THND_PER","Q","1984-Q1",6499.067,
"CAN","EMP","MEN","THND_PER","Q","1984-Q2",6528.867,
"CAN","EMP","MEN","THND_PER","Q","1984-Q3",6586.3,
"CAN","EMP","MEN","THND_PER","Q","1984-Q4",6589.1,
"CAN","EMP","MEN","THND_PER","Q","1985-Q1",6605.367,
"CAN","EMP","MEN","THND_PER","Q","1985-Q2",6667.7,
"CAN","EMP","MEN","THND_PER","Q","1985-Q3",6717.133,
"CAN","EMP","MEN","THND_PER","Q","1985-Q4",6748.1,
"CAN","EMP","MEN","THND_PER","Q","1986-Q1",6818.2,
"CAN","EMP","MEN","THND_PER","Q","1986-Q2",6859.233,
"CAN","EMP","MEN","THND_PER","Q","1986-Q3",6859.9,
"CAN","EMP","MEN","THND_PER","Q","1986-Q4",6901.6,
"CAN","EMP","MEN","THND_PER","Q","1987-Q1",6931.733,
"CAN","EMP","MEN","THND_PER","Q","1987-Q2",7000.867,
"CAN","EMP","MEN","THND_PER","Q","1987-Q3",7045.9,
"CAN","EMP","MEN","THND_PER","Q","1987-Q4",7121.767,
"CAN","EMP","MEN","THND_PER","Q","1988-Q1",7170.067,
"CAN","EMP","MEN","THND_PER","Q","1988-Q2",7166.333,
"CAN","EMP","MEN","THND_PER","Q","1988-Q3",7171.933,
"CAN","EMP","MEN","THND_PER","Q","1988-Q4",7201.067,
"CAN","EMP","MEN","THND_PER","Q","1989-Q1",7280.9,
"CAN","EMP","MEN","THND_PER","Q","1989-Q2",7284.667,
"CAN","EMP","MEN","THND_PER","Q","1989-Q3",7298.133,
"CAN","EMP","MEN","THND_PER","Q","1989-Q4",7300.533,
"CAN","EMP","MEN","THND_PER","Q","1990-Q1",7330.033,
"CAN","EMP","MEN","THND_PER","Q","1990-Q2",7309.033,
"CAN","EMP","MEN","THND_PER","Q","1990-Q3",7273.8,
"CAN","EMP","MEN","THND_PER","Q","1990-Q4",7194.9,
"CAN","EMP","MEN","THND_PER","Q","1991-Q1",7082.7,
"CAN","EMP","MEN","THND_PER","Q","1991-Q2",7073.433,
"CAN","EMP","MEN","THND_PER","Q","1991-Q3",7065.2,
"CAN","EMP","MEN","THND_PER","Q","1991-Q4",7045.3,
"CAN","EMP","MEN","THND_PER","Q","1992-Q1",6984.633,
"CAN","EMP","MEN","THND_PER","Q","1992-Q2",6963.667,
"CAN","EMP","MEN","THND_PER","Q","1992-Q3",6951.3,
"CAN","EMP","MEN","THND_PER","Q","1992-Q4",6946.8,
"CAN","EMP","MEN","THND_PER","Q","1993-Q1",6988.233,
"CAN","EMP","MEN","THND_PER","Q","1993-Q2",6986.233,
"CAN","EMP","MEN","THND_PER","Q","1993-Q3",7002.833,
"CAN","EMP","MEN","THND_PER","Q","1993-Q4",7010,
"CAN","EMP","MEN","THND_PER","Q","1994-Q1",7038.367,
"CAN","EMP","MEN","THND_PER","Q","1994-Q2",7115.3,
"CAN","EMP","MEN","THND_PER","Q","1994-Q3",7184.8,
"CAN","EMP","MEN","THND_PER","Q","1994-Q4",7225.833,
"CAN","EMP","MEN","THND_PER","Q","1995-Q1",7254.067,
"CAN","EMP","MEN","THND_PER","Q","1995-Q2",7245.867,
"CAN","EMP","MEN","THND_PER","Q","1995-Q3",7260.667,
"CAN","EMP","MEN","THND_PER","Q","1995-Q4",7284.567,
"CAN","EMP","MEN","THND_PER","Q","1996-Q1",7304.6,
"CAN","EMP","MEN","THND_PER","Q","1996-Q2",7311.967,
"CAN","EMP","MEN","THND_PER","Q","1996-Q3",7333.467,
"CAN","EMP","MEN","THND_PER","Q","1996-Q4",7326.467,
"CAN","EMP","MEN","THND_PER","Q","1997-Q1",7378.367,
"CAN","EMP","MEN","THND_PER","Q","1997-Q2",7421.4,
"CAN","EMP","MEN","THND_PER","Q","1997-Q3",7518.633,
"CAN","EMP","MEN","THND_PER","Q","1997-Q4",7573.867,
"CAN","EMP","MEN","THND_PER","Q","1998-Q1",7574.767,
"CAN","EMP","MEN","THND_PER","Q","1998-Q2",7600.833,
"CAN","EMP","MEN","THND_PER","Q","1998-Q3",7636.633,
"CAN","EMP","MEN","THND_PER","Q","1998-Q4",7657.667,
"CAN","EMP","MEN","THND_PER","Q","1999-Q1",7715.2,
"CAN","EMP","MEN","THND_PER","Q","1999-Q2",7764.933,
"CAN","EMP","MEN","THND_PER","Q","1999-Q3",7806.433,
"CAN","EMP","MEN","THND_PER","Q","1999-Q4",7893.6,
"CAN","EMP","MEN","THND_PER","Q","2000-Q1",7941.067,
"CAN","EMP","MEN","THND_PER","Q","2000-Q2",7955.667,
"CAN","EMP","MEN","THND_PER","Q","2000-Q3",7970.733,
"CAN","EMP","MEN","THND_PER","Q","2000-Q4",8023.4,
"CAN","EMP","MEN","THND_PER","Q","2001-Q1",8017.933,
"CAN","EMP","MEN","THND_PER","Q","2001-Q2",8026.567,
"CAN","EMP","MEN","THND_PER","Q","2001-Q3",8037.333,
"CAN","EMP","MEN","THND_PER","Q","2001-Q4",8022.433,
"CAN","EMP","MEN","THND_PER","Q","2002-Q1",8054.933,
"CAN","EMP","MEN","THND_PER","Q","2002-Q2",8158.2,
"CAN","EMP","MEN","THND_PER","Q","2002-Q3",8223.134,
"CAN","EMP","MEN","THND_PER","Q","2002-Q4",8247.366,
"CAN","EMP","MEN","THND_PER","Q","2003-Q1",8311.033,
"CAN","EMP","MEN","THND_PER","Q","2003-Q2",8326.066,
"CAN","EMP","MEN","THND_PER","Q","2003-Q3",8331.366,
"CAN","EMP","MEN","THND_PER","Q","2003-Q4",8379.366,
"CAN","EMP","MEN","THND_PER","Q","2004-Q1",8410.434,
"CAN","EMP","MEN","THND_PER","Q","2004-Q2",8450.033,
"CAN","EMP","MEN","THND_PER","Q","2004-Q3",8487.767,
"CAN","EMP","MEN","THND_PER","Q","2004-Q4",8522.833,
"CAN","EMP","MEN","THND_PER","Q","2005-Q1",8530.167,
"CAN","EMP","MEN","THND_PER","Q","2005-Q2",8553.634,
"CAN","EMP","MEN","THND_PER","Q","2005-Q3",8599.4,
"CAN","EMP","MEN","THND_PER","Q","2005-Q4",8632.333,
"CAN","EMP","MEN","THND_PER","Q","2006-Q1",8642.967,
"CAN","EMP","MEN","THND_PER","Q","2006-Q2",8684.967,
"CAN","EMP","MEN","THND_PER","Q","2006-Q3",8697.267,
"CAN","EMP","MEN","THND_PER","Q","2006-Q4",8728.033,
"CAN","EMP","MEN","THND_PER","Q","2007-Q1",8774.066,
"CAN","EMP","MEN","THND_PER","Q","2007-Q2",8811.566,
"CAN","EMP","MEN","THND_PER","Q","2007-Q3",8858.667,
"CAN","EMP","MEN","THND_PER","Q","2007-Q4",8913.267,
"CAN","EMP","MEN","THND_PER","Q","2008-Q1",8963.366,
"CAN","EMP","MEN","THND_PER","Q","2008-Q2",8958.233,
"CAN","EMP","MEN","THND_PER","Q","2008-Q3",8972.8,
"CAN","EMP","MEN","THND_PER","Q","2008-Q4",8950.134,
"CAN","EMP","MEN","THND_PER","Q","2009-Q1",8762.267,
"CAN","EMP","MEN","THND_PER","Q","2009-Q2",8680.066,
"CAN","EMP","MEN","THND_PER","Q","2009-Q3",8673.733,
"CAN","EMP","MEN","THND_PER","Q","2009-Q4",8710.533,
"CAN","EMP","MEN","THND_PER","Q","2010-Q1",8745.366,
"CAN","EMP","MEN","THND_PER","Q","2010-Q2",8849.333,
"CAN","EMP","MEN","THND_PER","Q","2010-Q3",8895.267,
"CAN","EMP","MEN","THND_PER","Q","2010-Q4",8929.066,
"CAN","EMP","MEN","THND_PER","Q","2011-Q1",8970.9,
"CAN","EMP","MEN","THND_PER","Q","2011-Q2",9006.767,
"CAN","EMP","MEN","THND_PER","Q","2011-Q3",9051.434,
"CAN","EMP","MEN","THND_PER","Q","2011-Q4",9060.2,
"CAN","EMP","MEN","THND_PER","Q","2012-Q1",9060.2,
"CAN","EMP","MEN","THND_PER","Q","2012-Q2",9138.267,
"CAN","EMP","MEN","THND_PER","Q","2012-Q3",9138.6,
"CAN","EMP","MEN","THND_PER","Q","2012-Q4",9159.233,
"CAN","EMP","MEN","THND_PER","Q","2013-Q1",9201.833,
"CAN","EMP","MEN","THND_PER","Q","2013-Q2",9236.634,
"CAN","EMP","MEN","THND_PER","Q","2013-Q3",9257.4,
"CAN","EMP","MEN","THND_PER","Q","2013-Q4",9280.333,
"CAN","EMP","MEN","THND_PER","Q","2014-Q1",9303.066,
"CAN","EMP","MEN","THND_PER","Q","2014-Q2",9289.733,
"CAN","EMP","MEN","THND_PER","Q","2014-Q3",9329.233,
"CAN","EMP","MEN","THND_PER","Q","2014-Q4",9375.833,
"CAN","EMP","MEN","THND_PER","Q","2015-Q1",9385.134,
"CAN","EMP","MEN","THND_PER","Q","2015-Q2",9421.566,
"CAN","EMP","MEN","THND_PER","Q","2015-Q3",9455.733,
"CAN","EMP","MEN","THND_PER","Q","2015-Q4",9438.333,
"CAN","EMP","MEN","THND_PER","Q","2016-Q1",9420.134,
"CAN","EMP","MEN","THND_PER","Q","2016-Q2",9432.934,
"CAN","EMP","MEN","THND_PER","Q","2016-Q3",9456.167,
"CAN","EMP","MEN","THND_PER","Q","2016-Q4",9514.833,
"CAN","EMP","MEN","THND_PER","Q","2017-Q1",9572.6,
"CAN","EMP","MEN","THND_PER","Q","2017-Q2",9613.333,
"CAN","EMP","MEN","THND_PER","Q","2017-Q3",9654.434,
"CAN","EMP","MEN","THND_PER","Q","2017-Q4",9700.267,
"CAN","EMP","MEN","THND_PER","Q","2018-Q1",9728.2,
"CAN","EMP","MEN","THND_PER","Q","2018-Q2",9738.167,
"CAN","EMP","MEN","THND_PER","Q","2018-Q3",9753.866,
"CAN","EMP","MEN","THND_PER","Q","2018-Q4",9804.767,
